regime,question_id,reasoning_correct,revise_correct,revise_helpful,safe_cheap,both_wrong,unnecessary_revise_candidate,method_best_label,policy_v5,policy_v6,policy_v7,correct_if_v5,correct_if_v6,correct_if_v7,cost_v5,cost_v6,cost_v7,prompt_number_count,prompt_token_length,target_quantity_type,multi_stepness_proxy,explicit_constraint_presence,relational_wording_presence,special_structure_presence,final_answer_parseable,body_final_numeric_mismatch,target_quantity_mismatch,constraint_violation_signal,copied_question_number_as_final_answer,cheap_route_confidence,explanation_warning_signal,answer_error_signal,v6_answer_error_score_raw,v6_explanation_warning_score_raw
hard_gsm8k_100,gsm8k_test_147,1,1,0,1,0,1,reasoning_greedy,reasoning_greedy,direct_plus_revise,direct_plus_revise,1,1,1,1,2,2,8.0,104.0,rate_or_unit,0,1,1,1,1,1,0,0,0,1,0,1,2.0,0.0
hard_gsm8k_100,gsm8k_test_812,1,1,0,1,0,1,reasoning_greedy,direct_plus_revise,direct_plus_revise,direct_plus_revise,1,1,1,2,2,2,9.0,92.0,rate_or_unit,0,1,1,1,1,0,1,1,1,1,0,1,6.0,0.0
hard_gsm8k_100,gsm8k_test_1199,0,0,0,0,1,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,direct_plus_revise,0,0,0,1,1,2,5.0,128.0,rate_or_unit,0,1,1,1,1,1,0,0,0,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_1077,0,1,1,0,0,0,direct_plus_revise,reasoning_greedy,reasoning_greedy,reasoning_greedy,0,0,0,1,1,1,3.0,164.0,total,0,0,0,1,1,0,0,0,0,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_926,0,1,1,0,0,0,direct_plus_revise,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,0,0,2,1,1,8.0,103.0,rate_or_unit,1,1,0,1,1,0,0,0,0,0,0,1,1.0,0.0
hard_gsm8k_100,gsm8k_test_369,1,1,0,1,0,1,reasoning_greedy,direct_plus_revise,direct_plus_revise,direct_plus_revise,1,1,1,2,2,2,8.0,69.0,rate_or_unit,1,1,0,1,1,0,1,0,1,1,0,1,2.0,0.0
hard_gsm8k_100,gsm8k_test_144,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,6.0,110.0,rate_or_unit,0,0,1,1,1,0,0,0,0,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_1176,0,0,0,0,1,0,reasoning_greedy,direct_plus_revise,reasoning_greedy,direct_plus_revise,0,0,0,2,1,2,5.0,124.0,rate_or_unit,1,1,1,1,1,1,0,1,0,0,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_1209,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,4.0,129.0,rate_or_unit,1,1,0,1,1,0,0,0,0,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_115,0,1,1,0,0,0,direct_plus_revise,direct_plus_revise,direct_plus_revise,direct_plus_revise,1,1,1,2,2,2,9.0,70.0,rate_or_unit,1,1,1,1,1,0,0,0,1,0,0,1,3.0,0.0
hard_gsm8k_100,gsm8k_test_729,1,1,0,1,0,1,reasoning_greedy,reasoning_greedy,reasoning_greedy,direct_plus_revise,1,1,1,1,1,2,11.0,46.0,remaining_or_left,0,0,1,1,1,1,0,0,1,0,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_1264,1,1,0,1,0,0,reasoning_greedy,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,1,1,2,1,1,5.0,112.0,rate_or_unit,1,1,0,1,1,0,0,0,1,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_1297,0,1,1,0,0,0,direct_plus_revise,direct_plus_revise,direct_plus_revise,direct_plus_revise,1,1,1,2,2,2,9.0,70.0,rate_or_unit,1,1,0,1,1,0,0,0,1,0,0,1,2.0,0.0
hard_gsm8k_100,gsm8k_test_1195,1,1,0,1,0,1,reasoning_greedy,reasoning_greedy,reasoning_greedy,direct_plus_revise,1,1,1,1,1,2,7.0,95.0,total,0,0,0,1,1,1,0,0,0,0,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_1029,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,6.0,94.0,remaining_or_left,1,1,1,1,1,0,0,0,1,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_882,0,1,1,0,0,0,direct_plus_revise,direct_plus_revise,direct_plus_revise,direct_plus_revise,1,1,1,2,2,2,7.0,95.0,rate_or_unit,0,1,1,1,1,0,1,1,0,0,1,1,7.0,2.0
hard_gsm8k_100,gsm8k_test_968,1,1,0,1,0,0,reasoning_greedy,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,1,1,2,1,1,7.0,94.0,time,1,0,0,1,1,0,0,0,0,1,1,0,0.0,3.0
hard_gsm8k_100,gsm8k_test_1012,0,0,0,0,1,0,reasoning_greedy,direct_plus_revise,direct_plus_revise,direct_plus_revise,0,0,0,2,2,2,5.0,101.0,rate_or_unit,0,1,1,1,1,1,0,1,0,0,0,1,2.0,0.0
hard_gsm8k_100,gsm8k_test_876,1,1,0,1,0,1,reasoning_greedy,reasoning_greedy,reasoning_greedy,direct_plus_revise,1,1,1,1,1,2,8.0,65.0,rate_or_unit,0,0,0,1,1,1,0,0,0,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_107,1,0,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,7.0,86.0,rate_or_unit,0,0,0,1,1,0,0,0,0,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_935,0,1,1,0,0,0,direct_plus_revise,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,0,0,2,1,1,9.0,59.0,rate_or_unit,0,1,1,1,1,0,0,0,0,0,0,1,1.0,0.0
hard_gsm8k_100,gsm8k_test_965,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,6.0,107.0,rate_or_unit,0,1,0,1,1,0,0,0,0,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_780,0,1,1,0,0,0,direct_plus_revise,direct_plus_revise,reasoning_greedy,direct_plus_revise,1,0,1,2,1,2,6.0,95.0,rate_or_unit,1,0,1,1,1,1,0,1,0,0,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_227,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,8.0,67.0,rate_or_unit,1,1,0,1,1,0,0,0,1,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_310,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,8.0,72.0,rate_or_unit,1,1,1,1,1,0,0,0,0,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_8,1,1,0,1,0,1,reasoning_greedy,direct_plus_revise,direct_plus_revise,direct_plus_revise,1,1,1,2,2,2,8.0,82.0,remaining_or_left,0,1,1,1,1,0,0,1,0,1,0,1,2.0,0.0
hard_gsm8k_100,gsm8k_test_177,1,1,0,1,0,1,reasoning_greedy,direct_plus_revise,direct_plus_revise,direct_plus_revise,1,1,1,2,2,2,7.0,66.0,rate_or_unit,1,0,1,1,1,0,1,0,0,1,0,1,2.0,0.0
hard_gsm8k_100,gsm8k_test_966,1,1,0,1,0,1,reasoning_greedy,direct_plus_revise,reasoning_greedy,direct_plus_revise,1,1,1,2,1,2,6.0,77.0,remaining_or_left,0,1,1,1,1,1,0,1,0,0,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_186,1,0,0,1,0,1,reasoning_greedy,direct_plus_revise,reasoning_greedy,direct_plus_revise,0,1,0,2,1,2,6.0,96.0,rate_or_unit,0,1,0,1,1,1,0,0,0,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_423,0,0,0,0,1,0,reasoning_greedy,direct_plus_revise,direct_plus_revise,direct_plus_revise,0,0,0,2,2,2,5.0,87.0,difference,1,0,1,1,1,0,0,1,0,0,0,1,6.0,0.0
hard_gsm8k_100,gsm8k_test_165,1,1,0,1,0,1,reasoning_greedy,direct_plus_revise,direct_plus_revise,direct_plus_revise,1,1,1,2,2,2,6.0,88.0,remaining_or_left,1,1,1,0,1,0,0,1,1,1,1,1,2.0,2.0
hard_gsm8k_100,gsm8k_test_798,0,0,0,0,1,0,reasoning_greedy,direct_plus_revise,direct_plus_revise,direct_plus_revise,0,0,0,2,2,2,6.0,83.0,rate_or_unit,1,1,1,1,1,1,0,1,0,0,0,1,2.0,0.0
hard_gsm8k_100,gsm8k_test_710,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,9.0,48.0,rate_or_unit,0,0,0,1,1,0,0,0,1,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_953,1,1,0,1,0,0,reasoning_greedy,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,1,1,2,1,1,7.0,81.0,time,0,1,0,1,1,0,0,0,1,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_1014,1,1,0,1,0,0,reasoning_greedy,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,1,1,2,1,1,9.0,56.0,rate_or_unit,1,0,0,1,1,0,0,0,0,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_1122,0,0,0,0,1,0,reasoning_greedy,direct_plus_revise,direct_plus_revise,direct_plus_revise,0,0,0,2,2,2,8.0,77.0,rate_or_unit,0,0,0,1,1,0,0,0,1,0,0,1,3.0,0.0
hard_gsm8k_100,gsm8k_test_737,1,1,0,1,0,1,reasoning_greedy,reasoning_greedy,direct_plus_revise,direct_plus_revise,1,1,1,1,2,2,8.0,60.0,rate_or_unit,0,0,1,1,1,0,0,0,0,1,0,1,2.0,0.0
hard_gsm8k_100,gsm8k_test_210,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,7.0,77.0,rate_or_unit,1,0,0,1,1,0,0,0,0,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_696,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,6.0,83.0,difference,1,0,1,1,1,0,0,0,0,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_1218,1,1,0,1,0,1,reasoning_greedy,direct_plus_revise,reasoning_greedy,direct_plus_revise,1,1,1,2,1,2,6.0,87.0,rate_or_unit,1,1,0,1,1,1,0,0,0,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_916,1,1,0,1,0,1,reasoning_greedy,direct_plus_revise,direct_plus_revise,direct_plus_revise,1,1,1,2,2,2,6.0,76.0,rate_or_unit,1,1,1,1,1,0,1,1,1,1,0,1,6.0,0.0
hard_gsm8k_100,gsm8k_test_601,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,6.0,84.0,rate_or_unit,1,1,0,1,1,0,0,0,1,0,0,1,1.0,0.0
hard_gsm8k_100,gsm8k_test_640,1,1,0,1,0,0,reasoning_greedy,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,1,1,2,1,1,4.0,97.0,difference,0,1,1,0,1,0,0,0,1,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_650,1,1,0,1,0,1,reasoning_greedy,reasoning_greedy,reasoning_greedy,direct_plus_revise,1,1,1,1,1,2,6.0,69.0,rate_or_unit,1,1,1,1,1,1,0,0,0,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_677,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,3.0,97.0,rate_or_unit,1,1,0,1,1,0,0,0,0,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_1306,1,1,0,1,0,1,reasoning_greedy,direct_plus_revise,direct_plus_revise,direct_plus_revise,1,1,1,2,2,2,4.0,100.0,difference,1,1,1,0,1,0,0,0,1,1,0,1,2.0,0.0
hard_gsm8k_100,gsm8k_test_659,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,10.0,41.0,difference,0,0,1,1,1,0,0,0,0,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_831,1,1,0,1,0,0,reasoning_greedy,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,1,1,2,1,1,9.0,51.0,rate_or_unit,0,0,0,1,1,0,0,0,1,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_1215,0,1,1,0,0,0,direct_plus_revise,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,0,0,2,1,1,7.0,84.0,other,0,1,0,1,1,0,0,0,1,0,0,1,1.0,0.0
hard_gsm8k_100,gsm8k_test_459,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,5.0,109.0,money,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_721,1,1,0,1,0,1,reasoning_greedy,direct_plus_revise,reasoning_greedy,direct_plus_revise,1,1,1,2,1,2,5.0,96.0,rate_or_unit,0,0,1,1,1,1,0,1,0,0,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_1230,1,1,0,1,0,1,reasoning_greedy,direct_plus_revise,reasoning_greedy,direct_plus_revise,1,1,1,2,1,2,6.0,77.0,rate_or_unit,0,0,0,1,1,1,0,1,0,0,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_1088,0,1,1,0,0,0,direct_plus_revise,direct_plus_revise,direct_plus_revise,direct_plus_revise,1,1,1,2,2,2,6.0,60.0,rate_or_unit,1,1,0,1,1,0,0,0,1,0,0,1,3.0,0.0
hard_gsm8k_100,gsm8k_test_45,1,1,0,1,0,1,reasoning_greedy,reasoning_greedy,reasoning_greedy,direct_plus_revise,1,1,1,1,1,2,4.0,79.0,rate_or_unit,1,1,0,1,1,1,0,0,0,0,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_331,0,1,1,0,0,0,direct_plus_revise,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,0,0,2,1,1,6.0,77.0,rate_or_unit,1,0,1,1,1,0,0,0,0,0,0,1,1.0,0.0
hard_gsm8k_100,gsm8k_test_494,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,10.0,57.0,other,0,1,0,0,1,0,0,0,0,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_100,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,6.0,71.0,difference,0,0,1,1,1,0,0,0,0,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_1216,1,1,0,1,0,1,reasoning_greedy,direct_plus_revise,direct_plus_revise,direct_plus_revise,1,1,1,2,2,2,5.0,76.0,remaining_or_left,0,0,1,1,1,1,0,1,0,0,0,1,2.0,0.0
hard_gsm8k_100,gsm8k_test_325,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,5.0,60.0,rate_or_unit,1,0,1,1,1,0,0,0,0,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_948,1,1,0,1,0,1,reasoning_greedy,reasoning_greedy,direct_plus_revise,direct_plus_revise,1,1,1,1,2,2,6.0,69.0,rate_or_unit,1,1,0,1,1,0,0,0,0,1,0,1,2.0,0.0
hard_gsm8k_100,gsm8k_test_137,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,8.0,45.0,rate_or_unit,1,1,0,1,1,0,0,0,1,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_615,1,1,0,1,0,0,reasoning_greedy,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,1,1,2,1,1,8.0,51.0,rate_or_unit,1,1,0,1,1,0,0,0,1,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_265,1,1,0,1,0,0,reasoning_greedy,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,1,1,2,1,1,6.0,73.0,difference,0,1,1,1,1,0,0,0,1,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_53,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,5.0,78.0,rate_or_unit,0,0,1,1,1,0,0,0,0,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_770,1,1,0,1,0,1,reasoning_greedy,direct_plus_revise,direct_plus_revise,direct_plus_revise,1,1,1,2,2,2,4.0,88.0,rate_or_unit,1,1,1,1,1,0,1,0,1,1,0,1,2.0,0.0
hard_gsm8k_100,gsm8k_test_1301,1,1,0,1,0,1,reasoning_greedy,direct_plus_revise,reasoning_greedy,direct_plus_revise,1,1,1,2,1,2,7.0,57.0,rate_or_unit,1,1,0,1,1,1,0,0,1,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_746,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,6.0,77.0,rate_or_unit,0,0,0,1,1,0,0,0,0,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_1161,1,0,0,1,0,1,reasoning_greedy,direct_plus_revise,direct_plus_revise,direct_plus_revise,0,0,0,2,2,2,6.0,55.0,rate_or_unit,1,1,1,1,1,0,1,1,0,1,0,1,6.0,0.0
hard_gsm8k_100,gsm8k_test_837,0,0,0,0,1,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,0,0,0,1,1,1,5.0,100.0,money,1,1,0,1,1,0,0,0,0,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_1244,1,1,0,1,0,1,reasoning_greedy,direct_plus_revise,reasoning_greedy,direct_plus_revise,1,1,1,2,1,2,7.0,65.0,total,0,0,0,1,1,1,0,0,0,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_1071,1,1,0,1,0,0,reasoning_greedy,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,1,1,2,1,1,7.0,62.0,rate_or_unit,0,1,0,1,1,0,0,0,1,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_642,1,1,0,1,0,0,reasoning_greedy,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,1,1,2,1,1,7.0,45.0,rate_or_unit,0,1,0,1,1,0,0,0,1,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_840,1,0,0,1,0,1,reasoning_greedy,direct_plus_revise,direct_plus_revise,direct_plus_revise,0,0,0,2,2,2,7.0,47.0,remaining_or_left,0,1,1,1,1,0,1,1,0,1,0,1,4.0,0.0
hard_gsm8k_100,gsm8k_test_1053,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,5.0,78.0,difference,1,1,1,0,1,0,0,0,1,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_98,1,1,0,1,0,1,reasoning_greedy,direct_plus_revise,direct_plus_revise,direct_plus_revise,1,1,1,2,2,2,6.0,76.0,remaining_or_left,0,1,1,1,1,0,0,1,0,1,0,1,4.0,0.0
hard_gsm8k_100,gsm8k_test_754,1,0,0,1,0,0,reasoning_greedy,direct_plus_revise,reasoning_greedy,reasoning_greedy,0,1,1,2,1,1,4.0,84.0,rate_or_unit,0,0,0,1,1,0,0,0,1,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_862,1,1,0,1,0,1,reasoning_greedy,direct_plus_revise,direct_plus_revise,direct_plus_revise,1,1,1,2,2,2,7.0,58.0,rate_or_unit,0,1,0,1,1,0,1,0,0,1,0,1,2.0,0.0
hard_gsm8k_100,gsm8k_test_340,0,0,0,0,1,0,reasoning_greedy,direct_plus_revise,reasoning_greedy,direct_plus_revise,0,0,0,2,1,2,3.0,102.0,rate_or_unit,1,1,0,1,1,1,0,1,0,0,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_550,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,5.0,74.0,rate_or_unit,1,1,0,1,1,0,0,0,0,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_1006,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,5.0,88.0,rate_or_unit,1,1,0,1,1,0,0,0,1,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_1086,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,4.0,83.0,total,1,1,0,1,1,0,0,0,1,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_74,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,6.0,77.0,rate_or_unit,0,1,0,1,1,0,0,0,0,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_1249,1,1,0,1,0,1,reasoning_greedy,direct_plus_revise,reasoning_greedy,direct_plus_revise,1,1,1,2,1,2,4.0,92.0,rate_or_unit,0,0,0,1,1,1,0,1,0,0,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_361,1,1,0,1,0,0,reasoning_greedy,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,1,1,2,1,1,6.0,71.0,rate_or_unit,0,0,1,1,1,0,0,0,0,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_405,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,6.0,67.0,rate_or_unit,0,1,0,1,1,0,0,0,0,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_239,1,1,0,1,0,1,reasoning_greedy,reasoning_greedy,reasoning_greedy,direct_plus_revise,1,1,1,1,1,2,5.0,69.0,remaining_or_left,0,1,1,1,1,1,0,0,0,0,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_769,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,7.0,52.0,rate_or_unit,1,0,1,1,1,0,0,0,1,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_575,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,4.0,82.0,rate_or_unit,1,1,0,1,1,0,0,0,1,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_1102,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,6.0,66.0,money,0,0,0,1,1,0,0,0,1,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_622,0,1,1,0,0,0,direct_plus_revise,direct_plus_revise,reasoning_greedy,direct_plus_revise,1,0,1,2,1,2,6.0,78.0,rate_or_unit,0,1,1,1,1,0,0,1,0,0,0,1,1.0,0.0
hard_gsm8k_100,gsm8k_test_471,1,1,0,1,0,1,reasoning_greedy,reasoning_greedy,direct_plus_revise,direct_plus_revise,1,1,1,1,2,2,6.0,46.0,rate_or_unit,0,1,1,1,1,0,0,0,1,1,0,1,2.0,0.0
hard_gsm8k_100,gsm8k_test_383,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,5.0,72.0,rate_or_unit,1,1,0,1,1,0,0,0,0,1,0,0,0.0,0.0
hard_gsm8k_100,gsm8k_test_1001,0,0,0,0,1,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,0,0,0,1,1,1,6.0,86.0,time,0,0,0,1,1,0,0,0,0,0,0,1,1.0,0.0
hard_gsm8k_100,gsm8k_test_520,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,6.0,73.0,rate_or_unit,1,0,0,1,1,0,0,0,1,1,0,0,0.0,0.0
hard_gsm8k_b2,gsm8k_test_266,1,1,0,1,0,1,reasoning_greedy,direct_plus_revise,direct_plus_revise,direct_plus_revise,1,1,1,2,2,2,6.0,59.0,remaining_or_left,1,1,1,1,1,0,0,0,1,1,0,1,2.0,0.0
hard_gsm8k_b2,gsm8k_test_445,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,6.0,54.0,rate_or_unit,1,0,0,1,1,0,0,0,0,1,0,0,0.0,0.0
hard_gsm8k_b2,gsm8k_test_333,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,6.0,53.0,rate_or_unit,1,0,1,1,1,0,0,0,1,1,0,0,0.0,0.0
hard_gsm8k_b2,gsm8k_test_700,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,6.0,61.0,rate_or_unit,0,1,0,1,1,0,0,0,1,1,0,0,0.0,0.0
hard_gsm8k_b2,gsm8k_test_745,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,7.0,52.0,rate_or_unit,1,1,0,1,1,0,0,0,1,1,0,0,0.0,0.0
hard_gsm8k_b2,gsm8k_test_246,1,1,0,1,0,1,reasoning_greedy,direct_plus_revise,reasoning_greedy,direct_plus_revise,1,1,1,2,1,2,5.0,69.0,rate_or_unit,1,0,0,1,1,1,0,0,1,1,0,0,0.0,0.0
hard_gsm8k_b2,gsm8k_test_772,1,1,0,1,0,1,reasoning_greedy,direct_plus_revise,direct_plus_revise,direct_plus_revise,1,1,1,2,2,2,5.0,62.0,remaining_or_left,0,1,1,1,1,0,0,1,0,1,0,1,4.0,0.0
hard_gsm8k_b2,gsm8k_test_540,1,1,0,1,0,1,reasoning_greedy,direct_plus_revise,direct_plus_revise,direct_plus_revise,1,1,1,2,2,2,6.0,57.0,remaining_or_left,1,1,1,1,1,0,0,1,1,1,0,1,4.0,0.0
hard_gsm8k_b2,gsm8k_test_777,1,1,0,1,0,1,reasoning_greedy,reasoning_greedy,direct_plus_revise,direct_plus_revise,1,1,1,1,2,2,5.0,72.0,remaining_or_left,0,1,1,1,1,0,0,0,0,1,0,1,2.0,0.0
hard_gsm8k_b2,gsm8k_test_1147,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,6.0,70.0,rate_or_unit,0,0,0,1,1,0,0,0,0,1,0,0,0.0,0.0
hard_gsm8k_b2,gsm8k_test_422,1,1,0,1,0,0,reasoning_greedy,reasoning_greedy,reasoning_greedy,reasoning_greedy,1,1,1,1,1,1,6.0,62.0,rate_or_unit,0,1,0,1,1,0,0,0,1,1,0,0,0.0,0.0
hard_gsm8k_b2,gsm8k_test_576,0,1,1,0,0,0,direct_plus_revise,direct_plus_revise,reasoning_greedy,reasoning_greedy,1,0,0,2,1,1,6.0,66.0,rate_or_unit,0,1,0,1,1,0,0,0,1,0,0,1,1.0,0.0
